Date,CSUSHPINSA,CSUSHPINSArate
2018-12-01,204.867,-0.0019438192394258813
2019-01-01,204.385,-0.002352745927845845
2019-02-01,204.626,0.0011791471976907442
2019-03-01,205.965,0.006543645480046489
2019-04-01,207.87,0.009249144272085008
2019-05-01,209.528,0.007976138932986876
2019-06-01,210.784,0.005994425566034245
2019-07-01,211.539,0.0035818657962654044
2019-08-01,211.897,0.0016923593285398386
2019-09-01,212.062,0.0007786802078368904
2019-10-01,212.154,0.0004338353877639811
2019-11-01,212.293,0.0006551844414905972
2019-12-01,212.406,0.0005322832123526577
2020-01-01,212.468,0.00029189382597460956
2020-02-01,213.269,0.0037699794792629415
2020-03-01,215.202,0.00906367076321457
2020-04-01,217.45,0.010445999572494591
2020-05-01,218.872,0.006539434352724971
2020-06-01,,
2020-07-01,,
2020-08-01,,
