Date,XTIMVA01KRM667S,XTIMVA01KRM667Srate
2009-06-01,25779315038.3762,0.0747446355173933
2009-07-01,27043202018.3905,0.049027174621700365
2009-08-01,28434692557.2891,0.05145435581009705
2009-09-01,30038212146.905,0.056393069360085146
2009-10-01,30283009959.433,0.008149546695082499
2009-11-01,29418956560.365402,-0.02853261284875841
2009-12-01,31362070881.499,0.0660497362354262
2010-01-01,31980614349.6258,0.019722660230695688
2010-02-01,34003620054.2486,0.06325724961085588
2010-03-01,33718109514.508,-0.008396474824889366
2010-04-01,34805621552.8472,0.032253054930949654
2010-05-01,35936892623.3592,0.032502538958953275
2010-06-01,35138172000.9734,-0.022225645126218607
2010-07-01,35352306962.3394,0.006094083703616526
2010-08-01,36075419292.2938,0.02045445947062885
2010-09-01,35283502110.5397,-0.021951711089973736
2010-10-01,37080037844.3701,0.05091716032615001
2010-11-01,37807460480.7107,0.019617634679707896
2010-12-01,37977044016.1197,0.00448545163448677
2011-01-01,42571753760.6444,0.12098650286142432
2011-02-01,39872534732.3151,-0.06340398949748227
2011-03-01,43187660689.8218,0.08314309536032383
2011-04-01,44258982211.1622,0.024806194737768683
2011-05-01,45685792068.6898,0.03223774669557922
2011-06-01,44677136536.3471,-0.022078101017186214
2011-07-01,45188032905.724495,0.011435297984277781
2011-08-01,45404954170.863396,0.004800413985522667
2011-09-01,45639279909.3097,0.0051607967175677505
2011-10-01,42797102537.7864,-0.06227480751604808
2011-11-01,42047294952.774,-0.017520054876387414
2011-12-01,44076858648.9198,0.04826859131902128
2012-01-01,43173048281.8341,-0.020505326259403267
2012-02-01,46397996820.6106,0.07469818942883077
2012-03-01,43650637798.2018,-0.05921288009546988
2012-04-01,44033930840.304794,0.008780926498141328
2012-05-01,43912243105.3523,-0.0027634992522881374
2012-06-01,42785123710.7061,-0.025667543148321204
2012-07-01,41895180308.6694,-0.020800299843798498
2012-08-01,41137097431.447105,-0.018094751511677498
2012-09-01,44816599850.6447,0.08944487212130858
2012-10-01,41597640272.2397,-0.07182516275515027
2012-11-01,42400682810.1654,0.019305002222965273
2012-12-01,42649633097.183395,0.005871374480750369
2013-01-01,43965171192.677704,0.030845238281339116
2013-02-01,44321112244.890305,0.008095977851483527
2013-03-01,43554913625.038605,-0.017287441154864802
2013-04-01,42784525985.7296,-0.017687731996009037
2013-05-01,41859504740.2712,-0.02162046263564843
2013-06-01,42407368940.7315,0.013088167283862306
2013-07-01,42360474050.9742,-0.0011058193641496628
2013-08-01,42534856377.7611,0.004116628311974457
2013-09-01,42295847594.1246,-0.0056191275577330835
2013-10-01,43721277910.8792,0.0337014245566889
2013-11-01,43053383848.085,-0.015276178892932424
2013-12-01,42959960708.6598,-0.002169937205280914
2014-01-01,43432237881.4562,0.010993426553604912
2014-02-01,46086890237.540405,0.06112170326865973
2014-03-01,45127218760.8037,-0.020823090292930946
2014-04-01,44974270659.7687,-0.0033892649543882936
2014-05-01,43015791430.187004,-0.04354665903084076
2014-06-01,43278427155.5915,0.0061055653440840185
2014-07-01,44778771040.14069,0.03466724608903338
2014-08-01,44724802276.5905,-0.0012052310122985244
2014-09-01,44533461867.6429,-0.00427817227149041
2014-10-01,42265181874.853,-0.05093428396677124
2014-11-01,42195056233.3365,-0.0016591822962962466
2014-12-01,41602386871.115105,-0.014045943177417919
2015-01-01,38975161949.6421,-0.06315082184135723
2015-02-01,37262070865.6822,-0.04395340515001067
2015-03-01,37301352263.339294,0.0010541925541038832
2015-04-01,37124891064.133995,-0.004730691744350812
2015-05-01,37197677053.2787,0.0019605711170698203
2015-06-01,36480387775.9854,-0.01928317395373702
2015-07-01,37732999869.4974,0.03433658932585626
2015-08-01,36341833740.9284,-0.0368686861203843
2015-09-01,34815297627.8314,-0.042004928094143024
2015-10-01,36008564286.7502,0.03427420531269276
2015-11-01,33988994717.9092,-0.056085812051776984
2015-12-01,33592575714.4601,-0.011663157640853128
2016-01-01,31763054925.3153,-0.054462057470552105
2016-02-01,30024167400.8537,-0.05474560077896351
2016-03-01,31620413067.965298,0.05316535995153737
2016-04-01,32470308639.173504,0.026878066690066094
2016-05-01,33353294510.9706,0.02719363962964705
2016-06-01,33780277244.7569,0.01280181583399087
2016-07-01,34045746922.919598,0.007858718157912614
2016-08-01,35117636351.8415,0.03148379829494363
2016-09-01,34262250874.2536,-0.024357717843474513
2016-10-01,35086922427.1437,0.02406939216914661
2016-11-01,36360376254.0115,0.036294258338332774
2016-12-01,37082014261.2239,0.019846824525991735
2017-01-01,37342397821.8976,0.007021828934087315
2017-02-01,39683794038.5194,0.06270074642204171
2017-03-01,40378169491.787704,0.017497708323813477
2017-04-01,38902759897.0701,-0.03653978407856451
2017-05-01,38823945197.4309,-0.002025941086126748
2017-06-01,40419326440.745895,0.04109271314911522
2017-07-01,39391997445.2597,-0.025416776724180412
2017-08-01,40570007995.4281,0.029904818911643316
2017-09-01,42966405641.9005,0.05906820739947727
2017-10-01,37070854143.4349,-0.1372130484360624
2017-11-01,41012025567.623604,0.10631455668486867
2017-12-01,43068923691.993,0.050153536576188706
2018-01-01,44445812767.9218,0.03196943312945577
2018-02-01,45735023086.7894,0.029006339148286875
2018-03-01,43522118965.2072,-0.048385328621849966
2018-04-01,43813688548.209,0.006699342539707054
2018-05-01,43937795119.513504,0.002832598108418738
2018-06-01,45846449012.1971,0.04343991061663277
2018-07-01,44838503173.9773,-0.021985254254950903
2018-08-01,44384388319.75111,-0.01012778799649472
2018-09-01,43221745618.1252,-0.02619485692244028
2018-10-01,46440664088.8927,0.07447451334352495
2018-11-01,45687071257.4086,-0.016227003775002857
2018-12-01,43557755772.8281,-0.04660652184473757
2019-01-01,43767763199.001,0.004821355518594084
2019-02-01,40143132715.1853,-0.08281507253033271
2019-03-01,41608550275.872505,0.036504813191444496
2019-04-01,44171138607.1011,0.06158802251552031
2019-05-01,43139135656.419,-0.02336373893056476
2019-06-01,41774664128.6569,-0.03162955184427929
2019-07-01,42719656216.16959,0.02262117738642555
2019-08-01,43426982147.2219,0.01655738818386321
2019-09-01,39915165408.0905,-0.08086716058753485
2019-10-01,39652612716.6792,-0.00657776784154529
2019-11-01,,
2019-12-01,,
2020-01-01,,
