Date,KORPROINDMISMEI,KORPROINDMISMEIrate
2010-11-01,94.2528544045337,0.008582772385303805
2010-12-01,95.751979331611,0.01590535306912888
2011-01-01,98.6362196849737,0.030121991978608875
2011-02-01,95.5799649970831,-0.03098511578861929
2011-03-01,98.0401700141678,0.025739756414011827
2011-04-01,96.8090674222852,-0.012557124204340853
2011-05-01,97.7381448454038,0.009597008295368914
2011-06-01,98.1931827652304,0.004655684027422113
2011-07-01,98.170180848404,-0.0002342516677700246
2011-08-01,97.915159596633,-0.0025977465821807044
2011-09-01,98.7082256854738,0.008099523016741106
2011-10-01,99.1592632719393,0.0045694022289761715
2011-11-01,97.8771564297025,-0.012929773779386422
2011-12-01,96.3290274189516,-0.015817061582319214
2012-01-01,99.1452621051754,0.029235576873163138
2012-02-01,101.415451287607,0.022897606342735077
2012-03-01,98.9192432702725,-0.024613685445775246
2012-04-01,99.8763230269189,0.009675364721820623
2012-05-01,100.982415201267,0.011074618496417665
2012-06-01,98.8452371030919,-0.021163863964983487
2012-07-01,98.0841736811401,-0.007699545716684741
2012-08-01,96.6130510875906,-0.014998572535585009
2012-09-01,97.8311525960496,0.012608043061952845
2012-10-01,99.7013084423702,0.019116158776566694
2012-11-01,100.890407533961,0.011926614707149286
2012-12-01,100.591382615218,-0.0029638587656843907
2013-01-01,101.831485957163,0.012328127019474833
2013-02-01,100.215351279273,-0.015870677548296408
2013-03-01,98.6202183515293,-0.015917051702971974
2013-04-01,99.5942995249604,0.009877094065630754
2013-05-01,99.4032836069672,-0.0019179402727295125
2013-06-01,99.0462538544879,-0.0035917299662953095
2013-07-01,98.3781981831819,-0.006744885801410194
2013-08-01,99.9713309442454,0.016193961573651272
2013-09-01,98.3691974331194,-0.01602592959395044
2013-10-01,101.286440536711,0.02965606287044298
2013-11-01,100.541378448204,-0.007355990442145632
2013-12-01,101.733477789816,0.01185680323873961
2014-01-01,102.447537294775,0.0070189235684468
2014-02-01,100.756396366364,-0.016507384882713527
2014-03-01,101.745478789899,0.009816572041129401
2014-04-01,102.300525043754,0.005455242438842545
2014-05-01,98.9862488540712,-0.032397450436009834
2014-06-01,101.262438536545,0.022995008991899768
2014-07-01,102.445537128094,0.011683489047343398
2014-08-01,98.6722226852238,-0.03683239454493947
2014-09-01,98.881240103342,0.0021183004946081496
2014-10-01,98.4932077673139,-0.003924226027328892
2014-11-01,98.8322360196683,0.0034421485505409244
2014-12-01,101.536461371781,0.027361774467740796
2015-01-01,97.9081590132511,-0.035733984713576805
2015-02-01,100.108342361863,0.02247191011235472
2015-03-01,98.5082090174181,-0.015984015984011335
2015-04-01,99.7083090257521,0.012182741116750995
2015-05-01,97.6081340111676,-0.021063189568705565
2015-06-01,99.7083090257521,0.02151639344262235
2015-07-01,98.9082423535295,-0.008024072216649136
2015-08-01,101.508459038253,0.02628918099089761
2015-09-01,103.408617384782,0.01871921182266134
2015-10-01,101.708475706309,-0.01644100580270602
2015-11-01,100.708392366031,-0.009832841691245209
2015-12-01,100.308359029919,-0.0039721946375437245
2016-01-01,98.8082340195016,-0.014955134596210118
2016-02-01,100.608384032003,0.018218623481785157
2016-03-01,101.008417368114,0.0039761431411495796
2016-04-01,99.80831735978,-0.011881188118811559
2016-05-01,102.808567380615,0.030060120240480215
2016-06-01,102.908575714643,0.0009727626459159477
2016-07-01,102.308525710476,-0.005830903790087327
2016-08-01,101.308442370198,-0.009775171065490196
2016-09-01,102.208517376448,0.008884501480745044
2016-10-01,101.008417368114,-0.011741682974559464
2016-11-01,105.108759063255,0.040594059405937966
2016-12-01,104.608717393116,-0.004757373929589193
2017-01-01,106.708892407701,0.020076481835568538
2017-02-01,103.708642386866,-0.028116213683223257
2017-03-01,106.208850737561,0.024108003857271854
2017-04-01,104.208684057005,-0.01883239171374096
2017-05-01,104.808734061172,0.0057581573896352545
2017-06-01,103.50862571881,-0.012404580152673095
2017-07-01,104.708725727144,0.01159420289855051
2017-08-01,104.808734061172,0.000955109837633028
2017-09-01,105.80881740145,0.009541984732820863
2017-10-01,106.208850737561,0.0037807183364806374
2017-11-01,105.608800733394,-0.005649717514124131
2017-12-01,103.908659054921,-0.016098484848482975
2018-01-01,104.9087423952,0.00962463907604083
2018-02-01,105.408784065339,0.004766444232600975
2018-03-01,104.208684057005,-0.011385199240986466
2018-04-01,106.808900741728,0.024952015355079293
2018-05-01,106.908909075756,0.0009363295880164824
2018-06-01,107.108925743812,0.0018709073900871065
2018-07-01,108.009000750062,0.0084033613445329
2018-08-01,108.709059088257,0.006481481481482865
2018-09-01,106.608884073673,-0.019319227230905844
2018-10-01,108.309025752146,0.01594746716697748
2018-11-01,105.608800733394,-0.024930747922441654
2018-12-01,104.808734061172,-0.00757575757575113
2019-01-01,105.008750729227,0.0019083969465585326
2019-02-01,101.108425702142,-0.037142857142851704
2019-03-01,103.208600716726,0.020771513353110338
2019-04-01,105.208767397283,0.01937984496124323
2019-05-01,104.208684057005,-0.009505703422049816
2019-06-01,104.208684057005,0.0
2019-07-01,107.108925743812,0.027831094049901584
2019-08-01,105.608800733394,-0.014005602240900639
2019-09-01,,
2019-10-01,,
2019-11-01,,
