Date,EXJPUS,EXJPUSrate
2010-11-01,82.518,0.009660032913854977
2010-12-01,83.3376,0.00993237839016925
2011-01-01,82.625,-0.008550762200975282
2011-02-01,82.5368,-0.0010674735249621703
2011-03-01,81.647,-0.0107806457240891
2011-04-01,83.1771,0.018740431369186794
2011-05-01,81.1257,-0.024663038264137627
2011-06-01,80.4259,-0.008626119712988545
2011-07-01,79.2425,-0.01471416546162363
2011-08-01,76.9657,-0.028732056661513794
2011-09-01,76.7957,-0.0022087761171535325
2011-10-01,76.643,-0.0019883925792719692
2011-11-01,77.5595,0.011958039220802963
2011-12-01,77.7967,0.0030582971782953106
2012-01-01,76.964,-0.010703538839051063
2012-02-01,78.47,0.019567590042097516
2012-03-01,82.4659,0.050922645597043514
2012-04-01,81.2524,-0.014715173180672392
2012-05-01,79.6668,-0.01951450049475456
2012-06-01,79.3152,-0.004413381734925892
2012-07-01,78.9348,-0.004796054224158963
2012-08-01,78.6909,-0.0030898919107921197
2012-09-01,78.1353,-0.007060536860043487
2012-10-01,79.0132,0.011235638693394723
2012-11-01,81.0305,0.02553117706914798
2012-12-01,83.7905,0.03406124854221537
2013-01-01,89.0581,0.06286631539374987
2013-02-01,93.0016,0.04428008232827785
2013-03-01,94.77,0.019014726628359124
2013-04-01,97.7582,0.03153107523477905
2013-05-01,100.9186,0.03232874582387968
2013-06-01,97.235,-0.036500704528203864
2013-07-01,99.6727,0.025070190774926893
2013-08-01,97.8123,-0.018665090842327037
2013-09-01,99.21,0.014289613882916496
2013-10-01,97.77,-0.014514665860296372
2013-11-01,100.0737,0.023562442467014444
2013-12-01,103.46,0.033838061348785864
2014-01-01,103.7614,0.00291320317030741
2014-02-01,102.1253,-0.01576790598430633
2014-03-01,102.3395,0.0020974234592212593
2014-04-01,102.4582,0.0011598649592776678
2014-05-01,101.7738,-0.0066797972246244175
2014-06-01,102.0629,0.0028406132030052156
2014-07-01,101.74,-0.0031637353044055017
2014-08-01,102.9438,0.01183212109298215
2014-09-01,107.4257,0.04353734756245653
2014-10-01,108.0264,0.0055917718013471784
2014-11-01,116.2994,0.07658313153081098
2014-12-01,119.3233,0.026000993986211363
2015-01-01,118.25,-0.008994890352512885
2015-02-01,118.76,0.004312896405919808
2015-03-01,120.3945,0.013763051532502457
2015-04-01,119.5095,-0.007350834132788364
2015-05-01,120.798,0.01078156966600985
2015-06-01,123.7186,0.024177552608486863
2015-07-01,123.3109,-0.003295381616022053
2015-08-01,123.0038,-0.0024904529932066044
2015-09-01,120.1476,-0.023220420832527178
2015-10-01,120.0481,-0.0008281480445717637
2015-11-01,122.6432,0.02161716845164552
2015-12-01,121.635,-0.008220594374575896
2016-01-01,118.2258,-0.028028116907140244
2016-02-01,114.6155,-0.030537327723728747
2016-03-01,112.9317,-0.014690857693767323
2016-04-01,109.5519,-0.029927823631451633
2016-05-01,108.8481,-0.006424352293296631
2016-06-01,105.3509,-0.03212917818501204
2016-07-01,104.191,-0.011009872720593727
2016-08-01,101.2383,-0.028339299939534213
2016-09-01,101.7843,0.005393215808641605
2016-10-01,103.9075,0.020859798613342084
2016-11-01,108.443,0.04364939970646975
2016-12-01,115.9981,0.0696688582942191
2017-01-01,114.8721,-0.009707055546599341
2017-02-01,112.9116,-0.017066807344864432
2017-03-01,112.9165,4.339678119857915e-05
2017-04-01,110.091,-0.0250229151629745
2017-05-01,112.2436,0.019552915315511843
2017-06-01,110.9141,-0.01184477333228795
2017-07-01,112.417,0.013550125727928242
2017-08-01,109.827,-0.023039220046790154
2017-09-01,110.776,0.008640862447303554
2017-10-01,112.9148,0.019307431212536974
2017-11-01,112.819,-0.0008484273097946193
2017-12-01,112.9405,0.0010769462590520806
2018-01-01,110.871,-0.018323807668639724
2018-02-01,107.97,-0.026165543740022112
2018-03-01,106.0468,-0.017812355283875148
2018-04-01,107.6562,0.015176318380186737
2018-05-01,109.6882,0.018874899912870724
2018-06-01,110.0638,0.0034242516514995103
2018-07-01,111.521,0.01323959376289019
2018-08-01,110.9965,-0.004703150079357288
2018-09-01,112.0974,0.009918330758176941
2018-10-01,112.7218,0.005570155953661837
2018-11-01,113.338,0.0054665557150435085
2018-12-01,112.1994,-0.010046056927067726
2019-01-01,108.9605,-0.028867355796911576
2019-02-01,110.44,0.013578315077482195
2019-03-01,111.1443,0.006377218399130857
2019-04-01,111.6414,0.0044725640451197535
2019-05-01,109.9714,-0.014958608544858865
2019-06-01,108.0685,-0.01730358984244995
2019-07-01,108.2864,0.0020163137269417764
2019-08-01,106.1886,-0.01937270054226581
2019-09-01,107.54,0.01272641319313017
2019-10-01,108.1368,0.005549562953319542
2019-11-01,108.8579,0.006668405205258576
2019-12-01,109.101,0.0022331865670750517
2020-01-01,,
2020-02-01,,
2020-03-01,,
