Date,HSN1F,HSN1Frate
2012-10-01,358.0,-0.07012987012987015
2012-11-01,392.0,0.0949720670391061
2012-12-01,399.0,0.017857142857142794
2013-01-01,446.0,0.1177944862155389
2013-02-01,447.0,0.0022421524663676085
2013-03-01,444.0,-0.006711409395973145
2013-04-01,441.0,-0.006756756756756799
2013-05-01,428.0,-0.02947845804988658
2013-06-01,470.0,0.0981308411214954
2013-07-01,375.0,-0.2021276595744681
2013-08-01,381.0,0.016000000000000014
2013-09-01,403.0,0.05774278215223094
2013-10-01,444.0,0.1017369727047146
2013-11-01,446.0,0.0045045045045044585
2013-12-01,433.0,-0.029147982062780242
2014-01-01,443.0,0.023094688221708903
2014-02-01,420.0,-0.05191873589164786
2014-03-01,405.0,-0.0357142857142857
2014-04-01,403.0,-0.004938271604938316
2014-05-01,451.0,0.11910669975186106
2014-06-01,418.0,-0.07317073170731703
2014-07-01,402.0,-0.038277511961722466
2014-08-01,456.0,0.13432835820895517
2014-09-01,470.0,0.030701754385964897
2014-10-01,476.0,0.012765957446808418
2014-11-01,442.0,-0.0714285714285714
2014-12-01,497.0,0.1244343891402715
2015-01-01,518.0,0.04225352112676051
2015-02-01,544.0,0.05019305019305009
2015-03-01,480.0,-0.11764705882352944
2015-04-01,501.0,0.043749999999999956
2015-05-01,500.0,-0.001996007984031989
2015-06-01,480.0,-0.040000000000000036
2015-07-01,499.0,0.039583333333333304
2015-08-01,521.0,0.044088176352705455
2015-09-01,458.0,-0.12092130518234168
2015-10-01,481.0,0.05021834061135366
2015-11-01,505.0,0.0498960498960499
2015-12-01,545.0,0.07920792079207928
2016-01-01,514.0,-0.056880733944954076
2016-02-01,518.0,0.0077821011673151474
2016-03-01,526.0,0.015444015444015413
2016-04-01,564.0,0.07224334600760463
2016-05-01,556.0,-0.014184397163120588
2016-06-01,563.0,0.012589928057553879
2016-07-01,631.0,0.12078152753108351
2016-08-01,586.0,-0.07131537242472263
2016-09-01,569.0,-0.029010238907849817
2016-10-01,580.0,0.019332161687170446
2016-11-01,571.0,-0.01551724137931032
2016-12-01,560.0,-0.019264448336252182
2017-01-01,591.0,0.05535714285714288
2017-02-01,603.0,0.020304568527918843
2017-03-01,627.0,0.03980099502487566
2017-04-01,586.0,-0.06539074960127589
2017-05-01,604.0,0.030716723549488067
2017-06-01,624.0,0.0331125827814569
2017-07-01,559.0,-0.10416666666666663
2017-08-01,565.0,0.01073345259391778
2017-09-01,642.0,0.13628318584070787
2017-10-01,631.0,-0.01713395638629278
2017-11-01,715.0,0.13312202852614896
2017-12-01,656.0,-0.08251748251748248
2018-01-01,628.0,-0.04268292682926833
2018-02-01,644.0,0.02547770700636942
2018-03-01,654.0,0.01552795031055898
2018-04-01,629.0,-0.03822629969418956
2018-05-01,650.0,0.03338632750397452
2018-06-01,618.0,-0.04923076923076919
2018-07-01,609.0,-0.014563106796116498
2018-08-01,604.0,-0.008210180623973717
2018-09-01,607.0,0.004966887417218624
2018-10-01,557.0,-0.0823723228995058
2018-11-01,615.0,0.10412926391382404
2018-12-01,564.0,-0.08292682926829265
2019-01-01,644.0,0.14184397163120566
2019-02-01,669.0,0.03881987577639756
2019-03-01,693.0,0.03587443946188351
2019-04-01,656.0,-0.053391053391053434
2019-05-01,598.0,-0.08841463414634143
2019-06-01,729.0,0.21906354515050164
2019-07-01,660.0,-0.09465020576131689
2019-08-01,708.0,0.07272727272727275
2019-09-01,730.0,0.031073446327683607
2019-10-01,710.0,-0.0273972602739726
2019-11-01,719.0,0.012676056338028152
2019-12-01,,
2020-01-01,,
2020-02-01,,
