DATE,High,Low,Open,Close,Volume,Adj Close,year,month,buy,sell
2016-11-01 00:00:00,18177.00977,17940.83984,18158.24023,18037.09961,101280000,18037.09961,2016,11,1,0
2016-11-02 00:00:00,18044.15039,17931.89063,18017.7207,17959.64063,88610000,17959.64063,2016,11,0,0
2016-11-03 00:00:00,18006.96094,17904.07031,17978.75,17930.66992,77860000,17930.66992,2016,11,0,0
2016-11-04 00:00:00,17986.75977,17883.56055,17928.34961,17888.2793,97760000,17888.2793,2016,11,0,0
2016-11-07 00:00:00,18263.30078,17994.64063,17994.64063,18259.59961,93450000,18259.59961,2016,11,0,0
2016-11-08 00:00:00,18400.5,18200.75,18251.38086,18332.74023,79820000,18332.74023,2016,11,0,0
2016-11-09 00:00:00,18650.06055,18252.55078,18317.25977,18589.68945,173110000,18589.68945,2016,11,0,0
2016-11-10 00:00:00,18873.66016,18603.14063,18603.14063,18807.88086,164390000,18807.88086,2016,11,0,0
2016-11-11 00:00:00,18855.7793,18736.96094,18781.65039,18847.66016,107300000,18847.66016,2016,11,0,0
2016-11-14 00:00:00,18934.05078,18815.75,18876.76953,18868.68945,112250000,18868.68945,2016,11,0,0
2016-11-15 00:00:00,18925.25977,18806.06055,18858.21094,18923.06055,100660000,18923.06055,2016,11,0,0
2016-11-16 00:00:00,18909.84961,18825.89063,18909.84961,18868.14063,87320000,18868.14063,2016,11,0,0
2016-11-17 00:00:00,18904.0293,18845.26953,18866.2207,18903.82031,89940000,18903.82031,2016,11,0,0
2016-11-18 00:00:00,18915.74023,18853.83008,18905.33008,18867.92969,109880000,18867.92969,2016,11,0,0
2016-11-21 00:00:00,18960.75977,18883.09961,18898.67969,18956.68945,80520000,18956.68945,2016,11,0,0
2016-11-22 00:00:00,19043.90039,18962.82031,18970.39063,19023.86914,85310000,19023.86914,2016,11,0,0
2016-11-23 00:00:00,19083.75977,19000.38086,19015.51953,19083.17969,77880000,19083.17969,2016,11,0,0
2016-11-25 00:00:00,19152.14063,19093.7207,19093.7207,19152.14063,45890000,19152.14063,2016,11,0,0
2016-11-28 00:00:00,19138.7207,19072.25,19122.14063,19097.90039,88460000,19097.90039,2016,11,0,0
2016-11-29 00:00:00,19144.40039,19062.2207,19064.07031,19121.59961,81510000,19121.59961,2016,11,0,0
2016-11-30 00:00:00,19225.28906,19123.38086,19135.64063,19123.58008,164570000,19123.58008,2016,11,0,1
2016-12-01 00:00:00,19214.30078,19138.78906,19149.19922,19191.92969,108800000,19191.92969,2016,12,1,0
2016-12-02 00:00:00,19196.14063,19141.17969,19161.25,19170.41992,84920000,19170.41992,2016,12,0,0
2016-12-05 00:00:00,19274.84961,19186.73047,19244.34961,19216.24023,317800000,19216.24023,2016,12,0,0
2016-12-06 00:00:00,19255.89063,19184.74023,19219.91016,19251.7793,284960000,19251.7793,2016,12,0,0
2016-12-07 00:00:00,19558.41992,19229.83008,19241.99023,19549.61914,385200000,19549.61914,2016,12,0,0
2016-12-08 00:00:00,19664.9707,19527.83008,19559.93945,19614.81055,324570000,19614.81055,2016,12,0,0
2016-12-09 00:00:00,19757.74023,19623.18945,19631.34961,19756.84961,334470000,19756.84961,2016,12,0,0
2016-12-12 00:00:00,19824.58984,19747.74023,19770.19922,19796.42969,333660000,19796.42969,2016,12,0,0
2016-12-13 00:00:00,19953.75,19846.44922,19852.21094,19911.21094,388420000,19911.21094,2016,12,0,0
2016-12-14 00:00:00,19966.42969,19748.66992,19876.13086,19792.5293,408430000,19792.5293,2016,12,0,0
2016-12-15 00:00:00,19951.28906,19811.5,19811.5,19852.24023,357350000,19852.24023,2016,12,0,0
2016-12-16 00:00:00,19923.16992,19821,19909.00977,19843.41016,573470000,19843.41016,2016,12,0,0
2016-12-19 00:00:00,19917.7793,19832.94922,19836.66016,19883.06055,302310000,19883.06055,2016,12,0,0
2016-12-20 00:00:00,19987.63086,19920.41992,19920.58984,19974.61914,284080000,19974.61914,2016,12,0,0
2016-12-21 00:00:00,19986.56055,19941.96094,19968.9707,19941.96094,256640000,19941.96094,2016,12,0,0
2016-12-22 00:00:00,19933.83008,19882.18945,19922.67969,19918.88086,258290000,19918.88086,2016,12,0,0
2016-12-23 00:00:00,19934.15039,19899.06055,19908.60938,19933.81055,158260000,19933.81055,2016,12,0,0
2016-12-27 00:00:00,19980.24023,19939.80078,19943.46094,19945.03906,158540000,19945.03906,2016,12,0,0
2016-12-28 00:00:00,19981.10938,19827.31055,19964.31055,19833.67969,188350000,19833.67969,2016,12,0,0
2016-12-29 00:00:00,19878.43945,19788.93945,19835.46094,19819.7793,172040000,19819.7793,2016,12,0,0
2016-12-30 00:00:00,19852.55078,19718.66992,19833.16992,19762.59961,271910000,19762.59961,2016,12,0,1
2017-01-03 00:00:00,19938.5293,19775.92969,19872.85938,19881.75977,339180000,19881.75977,2017,1,1,0
2017-01-04 00:00:00,19956.14063,19878.83008,19890.93945,19942.16016,280010000,19942.16016,2017,1,0,0
2017-01-05 00:00:00,19948.59961,19811.11914,19924.56055,19899.28906,269920000,19899.28906,2017,1,0,0
2017-01-06 00:00:00,19999.63086,19834.08008,19906.96094,19963.80078,277700000,19963.80078,2017,1,0,0
2017-01-09 00:00:00,19943.7793,19887.38086,19931.41016,19887.38086,287510000,19887.38086,2017,1,0,0
2017-01-10 00:00:00,19957.11914,19836.0293,19876.34961,19855.5293,299410000,19855.5293,2017,1,0,0
2017-01-11 00:00:00,19973.41992,19833.16016,19887.38086,19954.2793,336150000,19954.2793,2017,1,0,0
2017-01-12 00:00:00,19929.28906,19770.4707,19926.21094,19891,306290000,19891,2017,1,0,0
2017-01-13 00:00:00,19952.0293,19849.38086,19912.53906,19885.73047,263780000,19885.73047,2017,1,0,0
2017-01-17 00:00:00,19882.99023,19775.34961,19848.82031,19826.76953,341900000,19826.76953,2017,1,0,0
2017-01-18 00:00:00,19828.19922,19739,19822.73047,19804.7207,279760000,19804.7207,2017,1,0,0
2017-01-19 00:00:00,19824.14063,19677.93945,19813.55078,19732.40039,301750000,19732.40039,2017,1,0,0
2017-01-20 00:00:00,19843.93945,19759.14063,19795.06055,19827.25,435260000,19827.25,2017,1,0,0
2017-01-23 00:00:00,19833.98047,19732.35938,19794.78906,19799.84961,326690000,19799.84961,2017,1,0,0
2017-01-24 00:00:00,19949.24023,19786.71094,19794.67969,19912.71094,374460000,19912.71094,2017,1,0,0
2017-01-25 00:00:00,20082,19994.48047,19994.48047,20068.50977,372240000,20068.50977,2017,1,0,0
2017-01-26 00:00:00,20125.58008,20067.5293,20076.25,20100.91016,356730000,20100.91016,2017,1,0,0
2017-01-27 00:00:00,20115.9707,20072.64063,20103.35938,20093.7793,343130000,20093.7793,2017,1,0,0
2017-01-30 00:00:00,20028.61914,19870.39063,20028.61914,19971.13086,317280000,19971.13086,2017,1,0,0
2017-01-31 00:00:00,19918.16992,19784.76953,19913.16016,19864.08984,373750000,19864.08984,2017,1,0,1
2017-02-01 00:00:00,19967.73047,19845.99023,19923.81055,19890.93945,426670000,19890.93945,2017,2,1,0
2017-02-02 00:00:00,19922.75,19831.08984,19858.33984,19884.91016,347220000,19884.91016,2017,2,0,0
2017-02-03 00:00:00,20081.48047,19964.21094,19964.21094,20071.46094,344220000,20071.46094,2017,2,0,0
2017-02-06 00:00:00,20094.94922,20002.81055,20025.60938,20052.41992,281720000,20052.41992,2017,2,0,0
2017-02-07 00:00:00,20155.34961,20068.67969,20107.61914,20090.28906,279670000,20090.28906,2017,2,0,0
2017-02-08 00:00:00,20068.2793,20015.33008,20049.28906,20054.33984,280410000,20054.33984,2017,2,0,0
2017-02-09 00:00:00,20206.35938,20061.73047,20061.73047,20172.40039,325310000,20172.40039,2017,2,0,0
2017-02-10 00:00:00,20298.21094,20204.75977,20211.23047,20269.36914,312230000,20269.36914,2017,2,0,0
2017-02-13 00:00:00,20441.48047,20322.94922,20338.53906,20412.16016,314620000,20412.16016,2017,2,0,0
2017-02-14 00:00:00,20504.41016,20374.01953,20374.2207,20504.41016,356580000,20504.41016,2017,2,0,0
2017-02-15 00:00:00,20620.44922,20496.0293,20504.26953,20611.85938,384380000,20611.85938,2017,2,0,0
2017-02-16 00:00:00,20639.86914,20556.83008,20627.31055,20619.76953,354120000,20619.76953,2017,2,0,0
2017-02-17 00:00:00,20624.05078,20532.60938,20564.13086,20624.05078,340620000,20624.05078,2017,2,0,0
2017-02-21 00:00:00,20757.64063,20663.36914,20663.42969,20743,336880000,20743,2017,2,0,0
2017-02-22 00:00:00,20781.58984,20692.39063,20715.41016,20775.59961,310530000,20775.59961,2017,2,0,0
2017-02-23 00:00:00,20840.69922,20746.41016,20817.21094,20810.32031,302110000,20810.32031,2017,2,0,0
2017-02-24 00:00:00,20821.75977,20733.94922,20751.91016,20821.75977,292540000,20821.75977,2017,2,0,0
2017-02-27 00:00:00,20851.33008,20774.75977,20808.71094,20837.43945,256540000,20837.43945,2017,2,0,0
2017-02-28 00:00:00,20841.24023,20781.21094,20833.88086,20812.24023,339210000,20812.24023,2017,2,0,1
2017-03-01 00:00:00,21169.10938,20957.28906,20957.28906,21115.55078,392820000,21115.55078,2017,3,1,0
2017-03-02 00:00:00,21129.19922,20996.60938,21128.91016,21002.9707,319910000,21002.9707,2017,3,0,0
2017-03-03 00:00:00,21039.96094,20953.85938,21008.75,21005.71094,254420000,21005.71094,2017,3,0,0
2017-03-06 00:00:00,20986.42969,20912.10938,20955.71094,20954.33984,266620000,20954.33984,2017,3,0,0
2017-03-07 00:00:00,20970.53906,20901.25977,20934.89063,20924.75977,274630000,20924.75977,2017,3,0,0
2017-03-08 00:00:00,20951.43945,20835.58008,20940.43945,20855.73047,296780000,20855.73047,2017,3,0,0
2017-03-09 00:00:00,20900.57031,20777.16016,20864.32031,20858.18945,275960000,20858.18945,2017,3,0,0
2017-03-10 00:00:00,20940.28906,20827.66016,20919.00977,20902.98047,315430000,20902.98047,2017,3,0,0
2017-03-13 00:00:00,20926.06055,20845.71094,20899.2793,20881.48047,289260000,20881.48047,2017,3,0,0
2017-03-14 00:00:00,20874,20786.31055,20848.59961,20837.36914,246820000,20837.36914,2017,3,0,0
2017-03-15 00:00:00,20977.4707,20859.59961,20874.7793,20950.09961,306590000,20950.09961,2017,3,0,0
2017-03-16 00:00:00,21000.10938,20893.5,20969.26953,20934.55078,264360000,20934.55078,2017,3,0,0
2017-03-17 00:00:00,20980.50977,20911.07031,20965.36914,20914.61914,535280000,20914.61914,2017,3,0,0
2017-03-20 00:00:00,20955.44922,20885.69922,20916.26953,20905.85938,253610000,20905.85938,2017,3,0,0
2017-03-21 00:00:00,20970.03906,20653.25977,20956.33008,20668.00977,369320000,20668.00977,2017,3,0,0
2017-03-22 00:00:00,20686.21094,20578.94922,20640.41992,20661.30078,325090000,20661.30078,2017,3,0,0
2017-03-23 00:00:00,20757.89063,20618.61914,20645.07031,20656.58008,280050000,20656.58008,2017,3,0,0
2017-03-24 00:00:00,20718.33008,20529.66992,20674.44922,20596.7207,292980000,20596.7207,2017,3,0,0
2017-03-27 00:00:00,20578.46094,20412.80078,20488.34961,20550.98047,269380000,20550.98047,2017,3,0,0
2017-03-28 00:00:00,20735.60938,20520.09961,20542.14063,20701.5,299670000,20701.5,2017,3,0,0
2017-03-29 00:00:00,20684.73047,20625.0293,20675.75,20659.32031,238320000,20659.32031,2017,3,0,0
2017-03-30 00:00:00,20753.7793,20643.59961,20662.78906,20728.49023,270900000,20728.49023,2017,3,0,0
2017-03-31 00:00:00,20722.58984,20660.67969,20700.33984,20663.2207,303770000,20663.2207,2017,3,0,1
2017-04-03 00:00:00,20692.33984,20517.82031,20665.16992,20650.21094,285670000,20650.21094,2017,4,1,0
2017-04-04 00:00:00,20701.28906,20605.30078,20634.93945,20689.24023,237390000,20689.24023,2017,4,0,0
2017-04-05 00:00:00,20887.5,20639.55078,20745.06055,20648.15039,284980000,20648.15039,2017,4,0,0
2017-04-06 00:00:00,20746.46094,20612.16992,20653.76953,20662.94922,251720000,20662.94922,2017,4,0,0
2017-04-07 00:00:00,20726.07031,20606.94922,20647.81055,20656.09961,219730000,20656.09961,2017,4,0,0
2017-04-10 00:00:00,20750.33008,20614.85938,20668.2207,20658.01953,230480000,20658.01953,2017,4,0,0
2017-04-11 00:00:00,20660.0293,20512.56055,20644.32031,20651.30078,255120000,20651.30078,2017,4,0,0
2017-04-12 00:00:00,20642.53906,20553.0293,20637.94922,20591.85938,267670000,20591.85938,2017,4,0,0
2017-04-13 00:00:00,20612.26953,20453.25,20561.68945,20453.25,235810000,20453.25,2017,4,0,0
2017-04-17 00:00:00,20644.41016,20484.75,20484.75,20636.91992,229240000,20636.91992,2017,4,0,0
2017-04-18 00:00:00,20600.11914,20462.2793,20561.39063,20523.2793,263180000,20523.2793,2017,4,0,0
2017-04-19 00:00:00,20546.68945,20379.55078,20503.51953,20404.49023,294790000,20404.49023,2017,4,0,0
2017-04-20 00:00:00,20629.7793,20406.67969,20406.67969,20578.71094,312440000,20578.71094,2017,4,0,0
2017-04-21 00:00:00,20601.40039,20505.33008,20578.09961,20547.75977,369600000,20547.75977,2017,4,0,0
2017-04-24 00:00:00,20792.19922,20723.58984,20723.58984,20763.89063,342400000,20763.89063,2017,4,0,0
2017-04-25 00:00:00,21026.9707,20909.38086,20915.50977,20996.11914,348180000,20996.11914,2017,4,0,0
2017-04-26 00:00:00,21070.90039,20972.26953,21009.94922,20975.08984,328550000,20975.08984,2017,4,0,0
2017-04-27 00:00:00,21005.80078,20935.80078,20991.11914,20981.33008,305690000,20981.33008,2017,4,0,0
2017-04-28 00:00:00,20987.75977,20926.75,20987.39063,20940.50977,329990000,20940.50977,2017,4,0,1
2017-05-01 00:00:00,20976.61914,20898.38086,20962.73047,20913.46094,288160000,20913.46094,2017,5,1,0
2017-05-02 00:00:00,20960.91992,20904.06055,20941.18945,20949.89063,338810000,20949.89063,2017,5,0,0
2017-05-03 00:00:00,20972.74023,20874.17969,20915,20957.90039,310920000,20957.90039,2017,5,0,0
2017-05-04 00:00:00,20990.78906,20847.94922,20987.83008,20951.4707,274720000,20951.4707,2017,5,0,0
2017-05-05 00:00:00,21006.93945,20905,20929.03906,21006.93945,260960000,21006.93945,2017,5,0,0
2017-05-08 00:00:00,21017.89063,20971.05078,20991.25977,21012.2793,276150000,21012.2793,2017,5,0,0
2017-05-09 00:00:00,21046.84961,20938.03906,21022.2793,20975.7793,273000000,20975.7793,2017,5,0,0
2017-05-10 00:00:00,20976.2793,20884.15039,20958.49023,20943.10938,283340000,20943.10938,2017,5,0,0
2017-05-11 00:00:00,20933.35938,20798.90039,20925.7207,20919.41992,287680000,20919.41992,2017,5,0,0
2017-05-12 00:00:00,20916.09961,20869.74023,20893.18945,20896.60938,288500000,20896.60938,2017,5,0,0
2017-05-15 00:00:00,21000.83008,20923.63086,20923.63086,20981.93945,313170000,20981.93945,2017,5,0,0
2017-05-16 00:00:00,21033.5293,20932.88086,20984.48047,20979.75,311580000,20979.75,2017,5,0,0
2017-05-17 00:00:00,20846.16992,20601.08008,20846.16992,20606.92969,423200000,20606.92969,2017,5,0,0
2017-05-18 00:00:00,20759.19922,20553.44922,20579.65039,20663.01953,422590000,20663.01953,2017,5,0,0
2017-05-19 00:00:00,20857.13086,20687.93945,20698.2793,20804.83984,365180000,20804.83984,2017,5,0,0
2017-05-22 00:00:00,20914.25977,20860.16016,20867.76953,20894.83008,276120000,20894.83008,2017,5,0,0
2017-05-23 00:00:00,20961.14063,20896.2207,20908.66992,20937.91016,244950000,20937.91016,2017,5,0,0
2017-05-24 00:00:00,21022.82031,20933.58008,20949.21094,21012.41992,283180000,21012.41992,2017,5,0,0
2017-05-25 00:00:00,21112.32031,21051.41016,21062.96094,21082.94922,268970000,21082.94922,2017,5,0,0
2017-05-26 00:00:00,21092.82031,21050.49023,21070.15039,21080.2793,208000000,21080.2793,2017,5,0,0
2017-05-30 00:00:00,21063.61914,21009.59961,21045.49023,21029.4707,242810000,21029.4707,2017,5,0,0
2017-05-31 00:00:00,21051.69922,20942.57031,21048.46094,21008.65039,371580000,21008.65039,2017,5,0,1
2017-06-01 00:00:00,21144.17969,20994.2207,21030.55078,21144.17969,276730000,21144.17969,2017,6,1,0
2017-06-02 00:00:00,21225.03906,21129.56055,21142.08984,21206.28906,329700000,21206.28906,2017,6,0,0
2017-06-05 00:00:00,21224.41016,21168.68945,21195.0293,21184.03906,269790000,21184.03906,2017,6,0,0
2017-06-06 00:00:00,21180.4707,21118.46094,21145.48047,21136.23047,283550000,21136.23047,2017,6,0,0
2017-06-07 00:00:00,21189.83984,21113.31055,21171.57031,21173.68945,273400000,21173.68945,2017,6,0,0
2017-06-08 00:00:00,21265.68945,21138.16016,21169.75977,21182.5293,330330000,21182.5293,2017,6,0,0
2017-06-09 00:00:00,21305.34961,21159.44922,21208.96094,21271.9707,397200000,21271.9707,2017,6,0,0
2017-06-12 00:00:00,21277.08008,21186.15039,21259.94922,21235.66992,528080000,21235.66992,2017,6,0,0
2017-06-13 00:00:00,21332.76953,21256.83008,21256.83008,21328.4707,323510000,21328.4707,2017,6,0,0
2017-06-14 00:00:00,21391.9707,21294.08984,21342.71094,21374.56055,295090000,21374.56055,2017,6,0,0
2017-06-15 00:00:00,21367.2793,21261.86914,21291.68945,21359.90039,317200000,21359.90039,2017,6,0,0
2017-06-16 00:00:00,21384.41992,21308.00977,21335.92969,21384.2793,603260000,21384.2793,2017,6,0,0
2017-06-19 00:00:00,21528.99023,21436.08008,21444.75,21528.99023,289400000,21528.99023,2017,6,0,0
2017-06-20 00:00:00,21535.0293,21464.24023,21521.25,21467.14063,310200000,21467.14063,2017,6,0,0
2017-06-21 00:00:00,21492.61914,21390,21466.39063,21410.0293,292500000,21410.0293,2017,6,0,0
2017-06-22 00:00:00,21456.4707,21394.81055,21407.98047,21397.28906,270680000,21397.28906,2017,6,0,0
2017-06-23 00:00:00,21421.78906,21333.89063,21380.91992,21394.75977,368400000,21394.75977,2017,6,0,0
2017-06-26 00:00:00,21506.21094,21381.25,21434.67969,21409.55078,241880000,21409.55078,2017,6,0,0
2017-06-27 00:00:00,21440.59961,21310.66016,21411.18945,21310.66016,292170000,21310.66016,2017,6,0,0
2017-06-28 00:00:00,21478.75,21372.35938,21372.35938,21454.60938,271510000,21454.60938,2017,6,0,0
2017-06-29 00:00:00,21487.38086,21197.08008,21487.38086,21287.0293,336750000,21287.0293,2017,6,0,0
2017-06-30 00:00:00,21426.11914,21325.08008,21348.59961,21349.63086,313260000,21349.63086,2017,6,0,1
2017-07-03 00:00:00,21562.75,21391.71094,21392.30078,21479.26953,186810000,21479.26953,2017,7,1,0
2017-07-05 00:00:00,21505.35938,21404.75977,21492.83008,21478.16992,273690000,21478.16992,2017,7,0,0
2017-07-06 00:00:00,21433.09961,21305.38086,21423.92969,21320.03906,320450000,21320.03906,2017,7,0,0
2017-07-07 00:00:00,21425.82031,21350.7207,21354.66016,21414.33984,242240000,21414.33984,2017,7,0,0
2017-07-10 00:00:00,21446.39063,21371.10938,21381.23047,21408.51953,270340000,21408.51953,2017,7,0,0
2017-07-11 00:00:00,21441.61914,21279.30078,21410.16992,21409.07031,247570000,21409.07031,2017,7,0,0
2017-07-12 00:00:00,21580.78906,21467.92969,21467.92969,21532.14063,267870000,21532.14063,2017,7,0,0
2017-07-13 00:00:00,21568.7207,21512.35938,21537.18945,21553.08984,232270000,21553.08984,2017,7,0,0
2017-07-14 00:00:00,21681.5293,21521.7207,21532.76953,21637.74023,235590000,21637.74023,2017,7,0,0
2017-07-17 00:00:00,21661.81055,21617.66016,21633.9707,21629.7207,244780000,21629.7207,2017,7,0,0
2017-07-18 00:00:00,21589.93945,21471.14063,21589.93945,21574.73047,251110000,21574.73047,2017,7,0,0
2017-07-19 00:00:00,21640.75,21565.83984,21569.25,21640.75,253040000,21640.75,2017,7,0,0
2017-07-20 00:00:00,21661.91016,21576.96094,21641.53906,21611.7793,313950000,21611.7793,2017,7,0,0
2017-07-21 00:00:00,21592.60938,21503.7793,21591.7207,21580.07031,362830000,21580.07031,2017,7,0,0
2017-07-24 00:00:00,21577.7793,21496.13086,21577.7793,21513.16992,284080000,21513.16992,2017,7,0,0
2017-07-25 00:00:00,21670.61914,21577.36914,21638.56055,21613.42969,304300000,21613.42969,2017,7,0,0
2017-07-26 00:00:00,21742.69922,21683.28906,21690.38086,21711.00977,278240000,21711.00977,2017,7,0,0
2017-07-27 00:00:00,21798.4707,21687.84961,21717.41992,21796.55078,407320000,21796.55078,2017,7,0,0
