Date,Open,High,Low,Close,Volume,Adj Close
2007-12-01,25950.0,26650.0,21800.0,26000.0,112111832.0,21435.283203125
2008-01-01,26050.0,27200.0,23100.0,24550.0,72456576.0,20239.853515625
2008-02-01,23850.0,28000.0,22750.0,27850.0,90304109.0,22960.48828125
2008-03-01,27650.0,30200.0,26400.0,26800.0,115939083.0,22094.830078125
2008-04-01,26800.0,31300.0,26800.0,31000.0,84481305.0,25557.451171875
2008-05-01,30900.0,31950.0,24900.0,25000.0,73943777.0,20610.8515625
2008-06-01,25100.0,25250.0,21100.0,21650.0,111876988.0,17848.994140625
2008-07-01,21350.0,24200.0,19200.0,19400.0,80017081.0,15994.017578125
2008-08-01,18900.0,21200.0,16750.0,19350.0,128469477.0,15952.7939453125
2008-09-01,19650.0,20050.0,8000.0,10500.0,209932142.0,8656.5556640625
2008-10-01,11000.0,11800.0,5750.0,7490.0,354108722.0,6175.009765625
2008-11-01,7510.0,8930.0,6060.0,6700.0,519597810.0,5523.70751953125
2008-12-01,6700.0,9040.0,6430.0,8940.0,471070582.0,8005.822265625
2009-01-01,8940.0,10350.0,7860.0,8640.0,443668903.0,7737.169921875
2009-02-01,8500.0,13250.0,7890.0,12350.0,478564229.0,11059.49609375
2009-03-01,12200.0,16900.0,11700.0,14400.0,694265230.0,12895.283203125
2009-04-01,14400.0,15650.0,11200.0,12900.0,408915962.0,11552.0234375
2009-05-01,12800.0,14250.0,12550.0,13650.0,274759507.0,12223.6533203125
2009-06-01,13650.0,18600.0,13600.0,17600.0,321366701.0,15760.9013671875
2009-07-01,17600.0,22250.0,17000.0,21950.0,256643324.0,19656.35546875
2009-08-01,21850.0,22600.0,17600.0,19800.0,281678970.0,17731.013671875
2009-09-01,20100.0,21300.0,17100.0,18050.0,182171637.0,16163.8798828125
2009-10-01,17700.0,21200.0,17650.0,18450.0,173125912.0,16522.080078125
2009-11-01,18550.0,23400.0,17800.0,23150.0,136067935.0,20730.9609375
2009-12-01,23350.0,26700.0,22200.0,22750.0,191872204.0,20746.568359375
2010-01-01,22200.0,23800.0,20600.0,21000.0,152309963.0,19150.677734375
2010-02-01,21000.0,27100.0,21000.0,26700.0,176652184.0,24348.72265625
2010-03-01,27050.0,29400.0,26500.0,28400.0,191305336.0,25899.013671875
2010-04-01,28150.0,28300.0,22600.0,25150.0,226625300.0,22935.216796875
2010-05-01,25050.0,28750.0,24400.0,25050.0,219151511.0,22844.0234375
2010-06-01,25100.0,26250.0,22150.0,22500.0,275830147.0,20518.583984375
2010-07-01,22550.0,23250.0,20200.0,21100.0,229894377.0,19241.873046875
2010-08-01,21250.0,22650.0,20100.0,22150.0,228761112.0,20199.40625
2010-09-01,22100.0,24400.0,21900.0,23150.0,224703747.0,21111.345703125
2010-10-01,23200.0,26000.0,21750.0,23500.0,249460998.0,21430.521484375
2010-11-01,23550.0,25150.0,22900.0,24000.0,165141958.0,21886.490234375
2010-12-01,25000.0,30200.0,24800.0,29650.0,231522192.0,27381.923828125
2011-01-01,29800.0,30700.0,26600.0,28350.0,125059205.0,26181.3671875
2011-02-01,27900.0,31950.0,27150.0,31300.0,220763037.0,28905.70703125
2011-03-01,31350.0,37400.0,30550.0,33800.0,209870460.0,31214.46875
2011-04-01,33600.0,35200.0,29050.0,30100.0,151403989.0,27797.50390625
2011-05-01,30100.0,30100.0,24100.0,25050.0,235048662.0,23133.80078125
2011-06-01,25600.0,28150.0,22900.0,24250.0,223342917.0,22394.998046875
